productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extRetreatCost,extResistance
692948,Pitch Black Elite Trainer Box Case,Pitch Black Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/692948_200w.jpg,3,24688,https://cpt.tcgcsv.com/-bz7,2026-07-17T04:10:35.46,1,"Delve into Darkness Beyond Limits!<br>
Twinkling city lights and a starry sky become obscured in darkness as Mega Darkrai ex arrives with mystery and malice! But Mega Zeraora ex fights back with thunderous strikes of lightning, leading the way for Mega Chandelure ex, Mega Excadrill ex, and more to join the fray. Shadows deepen and nightmares become reality in the Pokémon TCG: Mega Evolution—Pitch Black expansion! <br>Each sealed Elite Trainer Box includes 10 elite trainer boxes. <br>
<br>
Individual Pokémon Elite Trainer Boxes include:<br>
• 9 Pokémon booster packs<br>
• 65 card sleeves<br>
• 45 Pokémon TCG Energy cards<br>
• A player's guide to the expansion<br>
• 6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 2 plastic condition markers<br>
• A collector's box to hold everything, with 4 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live",10196214157429.0,727.99,842.4,1675.0,797.82,,Normal,,,,,,,,,,
692949,Pitch Black Pokemon Center Elite Trainer Box (Exclusive),Pitch Black Pokemon Center Elite Trainer Box Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/692949_200w.jpg,3,24688,https://cpt.tcgcsv.com/_bz7,2026-07-17T04:10:35.46,1,"Delve into Darkness Beyond Limits!<br>
Twinkling city lights and a starry sky become obscured in darkness as Mega Darkrai ex arrives with mystery and malice! But Mega Zeraora ex fights back with thunderous strikes of lightning, leading the way for Mega Chandelure ex, Mega Excadrill ex, and more to join the fray. Shadows deepen and nightmares become reality in the Pokémon TCG: Mega Evolution—Pitch Black expansion! The Pokémon Center Elite Trainer Box includes:<br>
•11 Pokémon booster packs<br>
•Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.<br>
• 65 card sleeves<br>
• 45 Pokémon TCG Energy cards<br>
• A player's guide to the expansion<br>
• 6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 2 plastic condition markers<br>
• A box to hold everything, with 4 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live",,117.7,160.0,999.99,129.27,,Normal,,,,,,,,,,
692950,Pitch Black Pokemon Center Elite Trainer Box Case (Exclusive),Pitch Black Pokemon Center Elite Trainer Box Case Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/692950_200w.jpg,3,24688,https://cpt.tcgcsv.com/0cz7,2026-07-17T04:10:35.46,1,"Delve into Darkness Beyond Limits!<br>
Twinkling city lights and a starry sky become obscured in darkness as Mega Darkrai ex arrives with mystery and malice! But Mega Zeraora ex fights back with thunderous strikes of lightning, leading the way for Mega Chandelure ex, Mega Excadrill ex, and more to join the fray. Shadows deepen and nightmares become reality in the Pokémon TCG: Mega Evolution—Pitch Black expansion! Each sealed Pokemon Elite Trainer Box includes 4 elite trainer boxes. <br>
Individual Pokémon Elite Trainer Boxes include:<br>
• 11 Pokémon booster packs<br>
• 65 card sleeves<br>
• 45 Pokémon TCG Energy cards<br>
• A player's guide to the expansion<br>
• 6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 2 plastic condition markers<br>
• A collector's box to hold everything, with 4 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live",,,,,,,,,,,,,,,,,
692951,Pitch Black Premium Checklane Blister [Gengar Line],Pitch Black Premium Checklane Blister Gengar Line,https://tcgplayer-cdn.tcgplayer.com/product/692951_200w.jpg,3,24688,https://cpt.tcgcsv.com/2cz7,2026-07-17T04:10:35.46,1,"Delve into Darkness Beyond Limits!<br>
Twinkling city lights and a starry sky become obscured in darkness as Mega Darkrai ex arrives with mystery and malice! But Mega Zeraora ex fights back with thunderous strikes of lightning, leading the way for Mega Chandelure ex, Mega Excadrill ex, and more to join the fray. Shadows deepen and nightmares become reality in the Pokémon TCG: Mega Evolution—Pitch Black expansion! Product details: <br>
• 1 booster pack<br>
• A code card for Pokémon Trading Card Game Live<br>
• Coin<br>
• 2 cards featuring an evolution line!",820650853319.0,20.0,25.75,60.0,26.07,,Normal,,,,,,,,,,
692952,Pitch Black Premium Checklane Blister [Luxray Line],Pitch Black Premium Checklane Blister Luxray Line,https://tcgplayer-cdn.tcgplayer.com/product/692952_200w.jpg,3,24688,https://cpt.tcgcsv.com/3cz7,2026-07-17T04:10:35.46,1,"Delve into Darkness Beyond Limits!<br>
Twinkling city lights and a starry sky become obscured in darkness as Mega Darkrai ex arrives with mystery and malice! But Mega Zeraora ex fights back with thunderous strikes of lightning, leading the way for Mega Chandelure ex, Mega Excadrill ex, and more to join the fray. Shadows deepen and nightmares become reality in the Pokémon TCG: Mega Evolution—Pitch Black expansion! Product details: <br>
• 1 booster pack<br>
• A code card for Pokémon Trading Card Game Live<br>
• Coin<br>
• 2 cards featuring an evolution line!",820650853319.0,18.99,21.57,30.99,23.11,,Normal,,,,,,,,,,
692953,"Pitch Black Premium Checklane Blister [Tyrunt, Tyrantrum] (Target Exclusive)",Pitch Black Premium Checklane Blister Tyrunt Tyrantrum Target Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/692953_200w.jpg,3,24688,https://cpt.tcgcsv.com/5cz7,2026-07-17T04:10:35.46,1,"Delve into Darkness Beyond Limits!<br>
Twinkling city lights and a starry sky become obscured in darkness as Mega Darkrai ex arrives with mystery and malice! But Mega Zeraora ex fights back with thunderous strikes of lightning, leading the way for Mega Chandelure ex, Mega Excadrill ex, and more to join the fray. Shadows deepen and nightmares become reality in the Pokémon TCG: Mega Evolution—Pitch Black expansion! Product details: <br>
• 1 booster pack<br>
• A code card for Pokémon Trading Card Game Live<br>
• Coin<br>
• 2 cards featuring an evolution line!",,19.0,19.72,22.99,20.65,,Normal,,,,,,,,,,
692954,"Pitch Black Premium Checklane Blister [Amaura, Aurorus] (Target Exclusive)",Pitch Black Premium Checklane Blister Amaura Aurorus Target Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/692954_200w.jpg,3,24688,https://cpt.tcgcsv.com/6cz7,2026-07-17T04:10:35.46,1,"Delve into Darkness Beyond Limits!<br>
Twinkling city lights and a starry sky become obscured in darkness as Mega Darkrai ex arrives with mystery and malice! But Mega Zeraora ex fights back with thunderous strikes of lightning, leading the way for Mega Chandelure ex, Mega Excadrill ex, and more to join the fray. Shadows deepen and nightmares become reality in the Pokémon TCG: Mega Evolution—Pitch Black expansion! Product details: <br>
• 1 booster pack<br>
• A code card for Pokémon Trading Card Game Live<br>
• Coin<br>
• 2 cards featuring an evolution line!",,9.95,19.78,23.49,19.11,,Normal,,,,,,,,,,
692955,Pitch Black Single Pack Blister [Slowpoke],Pitch Black Single Pack Blister Slowpoke,https://tcgplayer-cdn.tcgplayer.com/product/692955_200w.jpg,3,24688,https://cpt.tcgcsv.com/7cz7,2026-07-17T04:10:35.46,1,"Delve into Darkness Beyond Limits!<br>
Twinkling city lights and a starry sky become obscured in darkness as Mega Darkrai ex arrives with mystery and malice! But Mega Zeraora ex fights back with thunderous strikes of lightning, leading the way for Mega Chandelure ex, Mega Excadrill ex, and more to join the fray. Shadows deepen and nightmares become reality in the Pokémon TCG: Mega Evolution—Pitch Black expansion! Each blister comes with 1 booster pack, 1 coin, and a promotional cards.",,7.5,11.07,18.99,10.37,,Normal,,,,,,,,,,
692956,Pitch Black Sleeved Booster Case,Pitch Black Sleeved Booster Case,https://tcgplayer-cdn.tcgplayer.com/product/692956_200w.jpg,3,24688,https://cpt.tcgcsv.com/8cz7,2026-07-17T04:10:35.46,1,"Delve into Darkness Beyond Limits!<br>
Twinkling city lights and a starry sky become obscured in darkness as Mega Darkrai ex arrives with mystery and malice! But Mega Zeraora ex fights back with thunderous strikes of lightning, leading the way for Mega Chandelure ex, Mega Excadrill ex, and more to join the fray. Shadows deepen and nightmares become reality in the Pokémon TCG: Mega Evolution—Pitch Black expansion!<br> Each Sleeved Booster Pack Case contains 144 booster packs.",10196214142753.0,880.99,937.5,1149.99,1026.5,,Normal,,,,,,,,,,
692957,Pitch Black Sleeved Booster Pack,Pitch Black Sleeved Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/692957_200w.jpg,3,24688,https://cpt.tcgcsv.com/9cz7,2026-07-17T04:10:35.46,1,"Delve into Darkness Beyond Limits!<br>
Twinkling city lights and a starry sky become obscured in darkness as Mega Darkrai ex arrives with mystery and malice! But Mega Zeraora ex fights back with thunderous strikes of lightning, leading the way for Mega Chandelure ex, Mega Excadrill ex, and more to join the fray. Shadows deepen and nightmares become reality in the Pokémon TCG: Mega Evolution—Pitch Black expansion! Packs contain 10 random cards; individual pack has a cardboard guard.",196214142756.0,5.0,8.99,19.99,7.24,,Normal,,,,,,,,,,
692958,Pitch Black Sleeved Booster Pack Art Bundle [Set of 4],Pitch Black Sleeved Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/692958_200w.jpg,3,24688,https://cpt.tcgcsv.com/bcz7,2026-07-17T04:10:35.46,1,"Delve into Darkness Beyond Limits!<br>
Twinkling city lights and a starry sky become obscured in darkness as Mega Darkrai ex arrives with mystery and malice! But Mega Zeraora ex fights back with thunderous strikes of lightning, leading the way for Mega Chandelure ex, Mega Excadrill ex, and more to join the fray. Shadows deepen and nightmares become reality in the Pokémon TCG: Mega Evolution—Pitch Black expansion! Collect 4 bundled packs.<br>
Each Sleeved Booster Pack contains 10 random cards.",,29.49,39.95,59.33,30.88,,Normal,,,,,,,,,,
693586,Pitch Black Build & Battle Box Display,Pitch Black Build and Battle Box Display,https://tcgplayer-cdn.tcgplayer.com/product/693586_200w.jpg,3,24688,https://cpt.tcgcsv.com/Lrz7,2026-05-14T13:05:15.287,1,"Delve into Darkness Beyond Limits!<br>
Twinkling city lights and a starry sky become obscured in darkness as Mega Darkrai ex arrives with mystery and malice! But Mega Zeraora ex fights back with thunderous strikes of lightning, leading the way for Mega Chandelure ex, Mega Excadrill ex, and more to join the fray. Shadows deepen and nightmares become reality in the Pokémon TCG: Mega Evolution—Pitch Black expansion! <br><br>
<strong>Display contains 10 Pitch Black Build & Battle Boxes.</strong>

<br><br>Each box contains:<br>
• A 40-card ready-to-play deck, including 1 of 4 unique foil promo cards<br>
• 4 Pokémon TCG: Mega Evolutions Pitch Black  booster packs<br>
• A code card for Pokémon TCG Live",196214157453.0,479.98,492.32,599.25,557.12,,Normal,,,,,,,,,,
693589,Pitch Black 3-Pack Blister Case,Pitch Black 3 Pack Blister Case,https://tcgplayer-cdn.tcgplayer.com/product/693589_200w.jpg,3,24688,https://cpt.tcgcsv.com/Prz7,2026-07-17T04:10:35.46,1,"Delve into Darkness Beyond Limits!
Twinkling city lights and a starry sky become obscured in darkness as Mega Darkrai ex arrives with mystery and malice! But Mega Zeraora ex fights back with thunderous strikes of lightning, leading the way for Mega Chandelure ex, Mega Excadrill ex, and more to join the fray. Shadows deepen and nightmares become reality in the Pokémon TCG: Mega Evolution—Pitch Black expansion!
<br>
Give your collection a boost! <br>
Get in on the latest Pokémon TCG action with three awesome booster packs from the new Mega Evolution-Pitch Black expansion and a special foil promo card!",10196214157474.0,534.98,649.99,1219.94,1219.94,,Normal,,,,,,,,,,
704758,Tropius,Tropius,https://tcgplayer-cdn.tcgplayer.com/product/704758_200w.jpg,3,24688,https://cpt.tcgcsv.com/bWF7,2026-07-17T04:10:35.46,1,,,0.01,0.15,1.65,0.08,0.04,Normal,001/084,Common,Grass,110.0,Basic,"[C] Fruity Aroma<br> Look at the top 6 cards of your deck, and you may reveal any number of Pokémon you find there and put them into your hand. Shuffle the other cards back into your deck.",[GC] Solar Beam (60),Rx2,1.0,
704758,Tropius,Tropius,https://tcgplayer-cdn.tcgplayer.com/product/704758_200w.jpg,3,24688,https://cpt.tcgcsv.com/bWF7,2026-07-17T04:10:35.46,1,,,0.01,0.18,2.0,0.15,0.1,Reverse Holofoil,001/084,Common,Grass,110.0,Basic,"[C] Fruity Aroma<br> Look at the top 6 cards of your deck, and you may reveal any number of Pokémon you find there and put them into your hand. Shuffle the other cards back into your deck.",[GC] Solar Beam (60),Rx2,1.0,
704759,Grubbin,Grubbin,https://tcgplayer-cdn.tcgplayer.com/product/704759_200w.jpg,3,24688,https://cpt.tcgcsv.com/cWF7,2026-07-17T04:10:35.46,1,,,0.01,0.13,1.65,0.06,0.01,Normal,002/084,Common,Grass,70.0,Basic,"[C] String Shot (10)<br> Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",,Rx2,2.0,
704759,Grubbin,Grubbin,https://tcgplayer-cdn.tcgplayer.com/product/704759_200w.jpg,3,24688,https://cpt.tcgcsv.com/cWF7,2026-07-17T04:10:35.46,1,,,0.01,0.18,1.65,0.1,0.1,Reverse Holofoil,002/084,Common,Grass,70.0,Basic,"[C] String Shot (10)<br> Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",,Rx2,2.0,
704760,Fomantis - 003/084,Fomantis 003 084,https://tcgplayer-cdn.tcgplayer.com/product/704760_200w.jpg,3,24688,https://cpt.tcgcsv.com/dWF7,2026-07-17T04:10:35.46,1,,,0.01,0.15,1.65,0.06,0.02,Normal,003/084,Common,Grass,70.0,Basic,[G] Reckless Charge (30)<br> This Pokémon also does 10 damage to itself.,,Rx2,1.0,
704760,Fomantis - 003/084,Fomantis 003 084,https://tcgplayer-cdn.tcgplayer.com/product/704760_200w.jpg,3,24688,https://cpt.tcgcsv.com/dWF7,2026-07-17T04:10:35.46,1,,,0.01,0.2,25.0,0.19,0.12,Reverse Holofoil,003/084,Common,Grass,70.0,Basic,[G] Reckless Charge (30)<br> This Pokémon also does 10 damage to itself.,,Rx2,1.0,
704761,Lurantis ex - 004/084,Lurantis ex 004 084,https://tcgplayer-cdn.tcgplayer.com/product/704761_200w.jpg,3,24688,https://cpt.tcgcsv.com/fWF7,2026-07-17T04:10:35.46,1,,,0.13,0.56,25.0,0.53,0.51,Holofoil,004/084,Double Rare,Grass,260.0,Stage 1,"[G] Lively Cutter (60+)<br> If this Pokémon was healed during this turn, this attack does 200 more damage.","[GC] Leaf Guard (140)<br>During your opponent's next turn, this Pokémon takes 50 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Rx2,1.0,
704762,Poltchageist,Poltchageist,https://tcgplayer-cdn.tcgplayer.com/product/704762_200w.jpg,3,24688,https://cpt.tcgcsv.com/gWF7,2026-07-17T04:10:35.46,1,,,0.01,0.25,3.22,0.16,0.1,Reverse Holofoil,005/084,Common,Grass,30.0,Basic,[C] Furtive Drop<br> Place 1 damage counter on your opponent's Active Pokémon.,,Rx2,0.0,
704762,Poltchageist,Poltchageist,https://tcgplayer-cdn.tcgplayer.com/product/704762_200w.jpg,3,24688,https://cpt.tcgcsv.com/gWF7,2026-07-17T04:10:35.46,1,,,0.01,0.15,2.2,0.08,0.05,Normal,005/084,Common,Grass,30.0,Basic,[C] Furtive Drop<br> Place 1 damage counter on your opponent's Active Pokémon.,,Rx2,0.0,
704763,Sinistcha,Sinistcha,https://tcgplayer-cdn.tcgplayer.com/product/704763_200w.jpg,3,24688,https://cpt.tcgcsv.com/hWF7,2026-07-17T04:10:35.46,1,<strong>Ability: Hide 'n' Sneak</strong> Prevent all effects of your opponent's Pokémon's attacks and Abilities done to this Pokémon. <em>(Damage is not an effect.)</em>,,0.02,0.25,4.99,0.18,0.15,Reverse Holofoil,006/084,Uncommon,Grass,60.0,Stage 1,"[C] Matcha Spin<br> If you have 6 or more Pokémon that have the Hide 'n' Sneak Ability in your discard pile, place 4 damage counters on each of your opponent's Pokémon.",,Rx2,1.0,
704763,Sinistcha,Sinistcha,https://tcgplayer-cdn.tcgplayer.com/product/704763_200w.jpg,3,24688,https://cpt.tcgcsv.com/hWF7,2026-07-17T04:10:35.46,1,<strong>Ability: Hide 'n' Sneak</strong> Prevent all effects of your opponent's Pokémon's attacks and Abilities done to this Pokémon. <em>(Damage is not an effect.)</em>,,0.01,0.15,2.2,0.09,0.05,Normal,006/084,Uncommon,Grass,60.0,Stage 1,"[C] Matcha Spin<br> If you have 6 or more Pokémon that have the Hide 'n' Sneak Ability in your discard pile, place 4 damage counters on each of your opponent's Pokémon.",,Rx2,1.0,
704764,Heatran,Heatran,https://tcgplayer-cdn.tcgplayer.com/product/704764_200w.jpg,3,24688,https://cpt.tcgcsv.com/jWF7,2026-07-17T04:10:35.46,1,,,0.01,0.15,3.49,0.05,0.04,Normal,007/084,Uncommon,Fire,140.0,Basic,[R] Singe<br> Your opponent's Active Pokémon is now Burned.,"[RRC] Lava Wall (120)<br>During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Burned Pokémon.",Wx2,4.0,
704764,Heatran,Heatran,https://tcgplayer-cdn.tcgplayer.com/product/704764_200w.jpg,3,24688,https://cpt.tcgcsv.com/jWF7,2026-07-17T04:10:35.46,1,,,0.01,0.2,2.0,0.16,0.12,Reverse Holofoil,007/084,Uncommon,Fire,140.0,Basic,[R] Singe<br> Your opponent's Active Pokémon is now Burned.,"[RRC] Lava Wall (120)<br>During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Burned Pokémon.",Wx2,4.0,
704765,Mega Delphox ex,Mega Delphox ex,https://tcgplayer-cdn.tcgplayer.com/product/704765_200w.jpg,3,24688,https://cpt.tcgcsv.com/kWF7,2026-07-17T04:10:35.46,1,,,0.24,0.75,19.99,0.87,0.86,Holofoil,008/084,Double Rare,Fire,350.0,Stage 2,"[R] Trick Portal<br> Look at the top 9 cards of your deck, and you may put any number of Pokémon you find there onto your Bench. Shuffle the other cards back into your deck.",[RCC] Eerie Glow (200)<br>Your opponent's Active Pokémon is now Burned and Confused.,Wx2,2.0,
704766,Sizzlipede,Sizzlipede,https://tcgplayer-cdn.tcgplayer.com/product/704766_200w.jpg,3,24688,https://cpt.tcgcsv.com/lWF7,2026-07-17T04:10:35.46,1,,,0.01,0.17,4.0,0.15,0.06,Reverse Holofoil,009/084,Common,Fire,80.0,Basic,[R] Controlled Burn<br> Discard the top card of your opponent's deck.,"[CCC] Bug Out (50x)<br>Reveal the bottom 7 cards of your deck, and this attack does 50 damage for each Pokémon you find there that has the Bug Out attack. Then, shuffle any revealed Pokémon back into your deck. Discard the other cards.",Wx2,2.0,
704766,Sizzlipede,Sizzlipede,https://tcgplayer-cdn.tcgplayer.com/product/704766_200w.jpg,3,24688,https://cpt.tcgcsv.com/lWF7,2026-07-17T04:10:35.46,1,,,0.01,0.13,1.65,0.06,0.04,Normal,009/084,Common,Fire,80.0,Basic,[R] Controlled Burn<br> Discard the top card of your opponent's deck.,"[CCC] Bug Out (50x)<br>Reveal the bottom 7 cards of your deck, and this attack does 50 damage for each Pokémon you find there that has the Bug Out attack. Then, shuffle any revealed Pokémon back into your deck. Discard the other cards.",Wx2,2.0,
704767,Centiskorch,Centiskorch,https://tcgplayer-cdn.tcgplayer.com/product/704767_200w.jpg,3,24688,https://cpt.tcgcsv.com/mWF7,2026-07-17T04:10:35.46,1,,,0.01,0.14,1.65,0.06,0.04,Normal,010/084,Common,Fire,140.0,Stage 1,[R] Controlled Burn<br> Discard the top 2 cards of your opponent's deck.,[RCCC] Heat Tackle (160)<br>This Pokémon also does 30 damage to itself.,Wx2,3.0,
704767,Centiskorch,Centiskorch,https://tcgplayer-cdn.tcgplayer.com/product/704767_200w.jpg,3,24688,https://cpt.tcgcsv.com/mWF7,2026-07-17T04:10:35.46,1,,,0.01,0.15,1.95,0.1,0.08,Reverse Holofoil,010/084,Common,Fire,140.0,Stage 1,[R] Controlled Burn<br> Discard the top 2 cards of your opponent's deck.,[RCCC] Heat Tackle (160)<br>This Pokémon also does 30 damage to itself.,Wx2,3.0,
